Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
2,2,19,Puffins,Wolves,AubreyE,710,2,1,4,4,
2,2,19,Puffins,Wolves,MouseRat,625,3,0,1,5,
2,3,19,Wolves,Puffins,stevo,376,2,0,0,4,
2,3,19,Wolves,Puffins,Fuhof,196,0,0,1,1,
2,3,19,Puffins,Wolves,AubreyE,262,0,0,0,3,
2,3,19,Puffins,Wolves,MouseRat,136,0,0,0,0,
2,4,19,Wolves,Puffins,stevo,866,4,0,4,6,
2,4,19,Wolves,Puffins,Fuhof,516,0,3,2,1,
2,4,19,Puffins,Wolves,AubreyE,333,0,1,2,4,
2,4,19,Puffins,Wolves,MouseRat,366,1,0,1,6,
2,5,19,Wolves,Puffins,stevo,360,0,1,1,2,
2,5,19,Wolves,Puffins,Fuhof,563,3,0,1,4,
2,5,19,Puffins,Wolves,AubreyE,440,1,1,2,3,
2,5,19,Puffins,Wolves,MouseRat,346,1,0,0,3,
2,1,20,Foxes,Sabres,Modangles_TTV,242,0,0,0,5,
2,1,20,Foxes,Sabres,calllmeSavag3,224,1,0,0,1,
2,1,20,Sabres,Foxes,JustStopBrah,717,2,1,4,5,
2,1,20,Sabres,Foxes,TourneyEarnie,332,1,1,0,4,
2,2,20,Foxes,Sabres,Modangles_TTV,430,2,0,0,7,
2,2,20,Foxes,Sabres,calllmeSavag3,392,1,0,1,1,
2,2,20,Sabres,Foxes,JustStopBrah,755,4,0,2,7,
2,2,20,Sabres,Foxes,TourneyEarnie,546,1,2,2,2,
2,3,20,Foxes,Sabres,Modangles_TTV,528,2,0,2,4,
2,3,20,Foxes,Sabres,calllmeSavag3,152,0,0,0,1,
2,3,20,Sabres,Foxes,JustStopBrah,560,2,0,2,4,
2,3,20,Sabres,Foxes,TourneyEarnie,450,1,2,1,3,
2,4,20,Foxes,Sabres,Modangles_TTV,244,1,0,0,3,
2,4,20,Foxes,Sabres,calllmeSavag3,449,1,0,2,2,
2,4,20,Sabres,Foxes,JustStopBrah,637,3,0,1,4,
2,4,20,Sabres,Foxes,TourneyEarnie,569,2,1,2,5,
2,5,20,Foxes,Sabres,Modangles_TTV,684,3,0,2,8,
2,5,20,Foxes,Sabres,calllmeSavag3,352,1,1,1,4,
